,character,line,episode number
20326,ELAINE,  Excuse me - I can't seem to find my car - do you think you could drive me...,23
20327,ELAINE,  Oh that's funny? Is that funny? Well tell me if you think this is funny,23
20328,JERRY, Those are really ugly sneakers. Where did you get those?,23
20329,KRAMER, Right here at the mall.,23
20330,ELAINE, Excuse me...,23
20331,ELAINE,"  Sorry to have disturbed you. Terribly sorry. But the fish will be dead. You do know that. They can't live in plastic. That's not me talking, that's science.",23
20332,JERRY, It's amazing how shopping makes me have to go. All I have to do is walk into a department store and it's like some kind of horse laxative just kicked in.,23
20333,KRAMER, You drank a whole bottle of water.,23
20334,JERRY, I know.,23
20335,KRAMER, So why don't you just go?,23
20336,JERRY, No I can't.,23
20337,KRAMER, Don't you get tired of following rules?,23
20338,JERRY, You think I'm too cautious?,23
20339,KRAMER, Why be uncomfortable if you don't have to? It's organic.,23
20340,JERRY, Organic. So's Buddy Hackett.,23
20341,KRAMER, Buddy Hackett?,23
20342,JERRY, He's a comedian.,23
20343,KRAMER, I know.,23
20344,JERRY, All right. All right.,23
20345,KRAMER,  You can go over here.,23
20346,JERRY, I can manage.,23
20347,KRAMER,  George! ,23
20348,KRAMER, It'll take you ten seconds.,23
20349,JERRY," Okay, okay. I'll be right back.",23
20350,JERRY, But...,23
20351,JERRY,  ...Kramer,23
20352,JERRY," I've had this condition since I was eleven! I've been in and out of hospitals my whole life. I have no control over it. Doctors have told me that when I feel it, the best thing to do is just release it. Otherwise, I could die.",23
20353,JERRY," Do you hear what I'm saying to you?! I'm telling you that if I don't go, I could die. Die. Is it worth dying for?",23
20354,JERRY, So you don't care if I die.,23
20355,JERRY, It was life and death.,23
20356,JERRY, Oh I'm lying. Why would I do it unless I was in mortal danger? I know it's against the law.,23
20357,JERRY," Because I could get Uromysitisis poisoning and die. That's why!...Do you think I enjoy living like this?...the shame, the humiliation...You know I have been issued a public urination pass by the city because of my condition. Unfortunately my little brother ran out of the house with it this morning.",23
20358,JERRY,"  Him and his friends are probably peeing all over the place. You want to call the Department of Social Services? Oh, it's Saturday. They're closed today. My luck.",23
20359,KRAMER,  Jerry!,23
20360,ELAINE, Jerry!,23
20361,GEORGE," Unbelievable, I'm never gonna get out of here. The guy goes to pee, he never comes back. It's like a science fiction story.",23
20362,ELAINE, Maybe he went to one of the other levels. I'll go look for him.,23
20363,GEORGE, Oh now you're gonna go? ELAINE I'll be back in five minutes.,23
20364,GEORGE," If you go now, I know what's gonna happen. We'll find the car, Jerry will show up, and then we'll never find you.",23
20365,ELAINE," No, no, I'll be back.",23
20366,GEORGE, Oh what's the difference? We'll all be dead eventually.,23
20367,KRAMER, Does that bother you?,23
20368,GEORGE," Yeah, it bothers me. Doesn't it bother you?",23
20369,KRAMER, Not at all.,23
20370,GEORGE," See now that bothers me even more than dying bothers me, cause it's people like you who live to be a hundred and twenty because you're not bothered by it. How could it not bother you?",23
20371,KRAMER, I once saw this thing on T.V. with people who are terminally ill. And they all believed the secret of life is just to live every moment.,23
20372,GEORGE," Yeah, yeah. I've heard that. Meanwhile I'm here with you in a parking garage, what am I supposed to do?",23
20373,JERRY, First of all you don't even know technically that I went. That's for starters. I mean I could've been pouring a bottle of water out there. You don't know.,23
20374,JERRY," Oh really, do you? Well it just so happens that I did pour water out. I had a bottle of very tepid water and I poured it out. And I could see how you made a mistake, because pouring water out sounds very much like a person urinating.",23
20375,JERRY,  And you know when you think about it it's really quite an amusing case of mistaken identity. That's all it is.,23
20376,JERRY, You know this is not the first time this has happened to me. I always carry water because of my condition. It dehydrates me. It's a vicious cycle.,23
20377,ELAINE," And now he's gone. I'm sure he's looking for the car. Five minutes, that's all. I just want to find him.",23
20378,ELAINE, But why? Why can't you do it?,23
20379,ELAINE," No, see that's not a reason you can't. You just don't want to.",23
20380,ELAINE, But why? Why don't you want to?,23
20381,ELAINE, But wouldn't you get any satisfaction out of helping someone out?,23
20382,JERRY,"  All right, all right. I want to apologize. I was frightened, I said crazy things. I obviously offended you. I insulted your intelligence. The uromysitisis, the water bottle...I made it all up, and now...I'm going to tell you the truth. Today my father and mother are celebrating their fiftieth, well I'm jumping ahead here, their forty-seventh wedding anniversary. We made arrangements to spend the evening together. They are supposed to be in front of my building at six-fifteen.",23
20383,JERRY,"  What I haven't told you, or anyone else for that matter, is that my father's been in a Red Chinese prison for the past fourteen years.",23
20384,KRAMER, The guy's got a fat fetish. Spector never dates a woman under two hundred-fifty pounds.,23
20385,GEORGE,  Really.,23
20386,KRAMER, What does he do with all that fat? Does he just jump up and down on it? Does he gouge it like Killer Kowalski?,23
20387,GEORGE, Who's Killer Kowalski?,23
20388,KRAMER, He was a wrestler. He would grab hold of someone's stomach and just squeeze it until they gave.,23
20389,GEORGE, I've gotta go to the bathroom.,23
20390,KRAMER, So go. GEORGE Here?,23
20391,KRAMER,  You and Jerry.,23
20392,GEORGE, Don't you believe me? It's their fiftieth anniversary. You know this is gonna kill him. You're aware of that. Kill him. On the biggest night of his life...,23
20393,JERRY,  Was he also in a Red Chinese prison?,23
20394,GEORGE,  A Red Chinese prison?,23
20395,KRAMER, George! George!,23
20396,ELAINE, Jerry! ,23
20397,JERRY," Well what happened was my father was staying in the home of one of Red China's great military leaders, General Chang, who by the way came up with the recipe for General Chang's chicken. You know, the one with the red peppers and orange peel at Szechwan Gardens? GEORGE Sure, I have it all the time. Very spicy.",23
20398,JERRY," Well General Chang was a very flamboyant man. A complete failure as a general, but a helluva cook.",23
20399,ELAINE,  Jerry! JERRY Elaine?!,23
20400,ELAINE,  Jerry! Over here...,23
20401,ELAINE,  Where have you been?,23
20402,JERRY, I was arrested for urinating.,23
20403,GEORGE,  Me too.,23
20404,ELAINE, You what?,23
20405,JERRY, I have uromysitisis. It's very serious you know.,23
20406,ELAINE, Look at my fish...  Is he...,23
20407,JERRY," No, but he's not looking good... ",23
20408,ELAINE,"  Please, we can't find our car. Please drive us around the parking lot to find our car. My fish are dying.",23
20409,ELAINE," I can see not caring what happens to us, we're human. But what about the fish? The fish?",23
20410,ELAINE," That's right, go. Go home to your dumbbells. Work on your pecs. I'm really impressed.",23
20411,ELAINE,  That's right you heard me. You got a problem with that?,23
20412,GEORGE," Elaine, shut-up.",23
20413,JERRY," Hey, where's Kramer?",23
20414,GEORGE, I don't know.  Where's Kramer?,23
20415,ELAINE, I thought he was with you.,23
20416,GEORGE," See, I knew it. I knew this was gonna happen...",23
20417,GEORGE,"  Look at the time, that's it.",23
20418,ELAINE, Have we looked over there? Have we checked that side?,23
20419,GEORGE, We came in over there!,23
20420,ELAINE, We didn't come in over there!,23
20421,JERRY, Where's Kramer?,23
20422,JERRY," Hey George, there she is again. ...",23
20423,GEORGE, So what do you want me to do?,23
20424,JERRY, Ask her to drive us around. There's your opening.,23
20425,GEORGE, That is an opening.,23
20426,GEORGE,"  Excuse me...I really... What's happened is that my friend forgot where he parked and if you're not in a big hurry, we'd really appreciate it if...",23
20427,GEORGE, You will?,23
20428,GEORGE, Thanks a lot. I'm really late. My parents are waiting in front of my building and we're stuck here.,23
20429,GEORGE," Yeah, right.",23
20430,JERRY, Filthy pigs.,23
20431,GEORGE, It's a blue Honda...,23
20432,ELAINE," Hi, I'm Elaine.",23
20433,JERRY, Jerry.,23
20434,ELAINE, It's very nice of you to do this. I've asked several people and they wouldn't even answer me.,23
20435,GEORGE," Hi Amy, I'm George.",23
20436,GEORGE,  I didn't mean anything by it. I don't even know L. Ron Hubbard! I didn't know you were...,23
20437,GEORGE,  ...with that group.,23
20438,ELAINE,  What about my fish?,23
20439,JERRY," Boy, those Scientologists. They can be pretty sensitive.",23
20440,ELAINE, I'll say.,23
20441,ELAINE, What is it?  The car!,23
20442,JERRY, The car!,23
20443,GEORGE, The car!,23
20444,ELAINE, We found it. I can't believe it!,23
20445,GEORGE," Kramer, Kramer's not here...I knew it. I knew it! I knew this would happen.  Kramer! Kramer!",23
20446,JERRY, Kramer!,23
20447,JERRY, Kramer.,23
20448,KRAMER, Jerry?,23
20449,JERRY," Yeah, over here.",23
20450,KRAMER, Boy I had a helluva time finding that air-conditioner. I looked everywhere. I completely forgot where I hid it. You know where it was?,23
20451,GEORGE, Purple 23.,23
20452,KRAMER, Right! Purple 23. I could've used you.,23
20453,GEORGE, Sometimes it's good to have a pencil to write these things down.,23
20454,KRAMER, What time is it?,23
20455,GEORGE, Seven forty-five.,23
20456,KRAMER, Well at least there's no traffic.,23
20457,GEORGE, Right.,23
20458,KRAMER, What time does that play start?,23
20459,GEORGE, Eight o'clock.,23
20460,KRAMER, That might be a problem.  Where's your little bag of...,23
20461,KRAMER,  Oh... Boy this garage is going to cost a fortune. You know how long we were here?,23
20462,GEORGE," She thinks I'm a nice guy. Women always think I'm nice, but women don't nice.",24
20463,JERRY," This is amazing, I haven't seen one person go in to that restaurant since it opened. Poor guy.",24
20464,GEORGE," Why is nice bad? What kind a of sick society we are living in, when nice is bad?",24
20465,JERRY, What's that smell? What are you wearing?,24
20466,GEORGE," What, a 'little' cologne.",24
20467,JERRY, Manly.,24
20468,GEORGE, Monica wants me to wear it.,24
20469,JERRY, So why didn't you say no?,24
20470,GEORGE, I'm too nice.,24
20471,JERRY, Look at this poor guy. His family is probably in Pakistan -- they're waiting him to send back money. This is horrible.,24
20472,GEORGE, She wants me to take an IQ test.,24
20473,JERRY, That's because you're stupid enough to wear the cologne.,24
20474,GEORGE," No, she's taking this course in education for her masters. It's part of her research project, so I have to be a guinea pig.",24
20475,JERRY," I've never been a guinea pig. I've been a sheep, a tody.",24
20476,GEORGE," You know, I can't talk to you anymore.",24
20477,JERRY," All right, I'm sorry. Go ahead, you're taking the IQ test.",24
20478,GEORGE," Yeah, and she's going to find I'm a moron. You know, people think I'm smart, but I'm not smart.",24
20479,JERRY, Who thinks you're smart?,24
20480,GEORGE, I'm not going to break a hundred on this thing.,24
20481,JERRY, What thing?,24
